,Power
2018-06-01 00:00:00,51.5
2018-06-01 00:15:00,50.64
2018-06-01 00:30:00,51.48
2018-06-01 00:45:00,52.37
2018-06-01 01:00:00,51.62
2018-06-01 01:15:00,50.5
2018-06-01 01:30:00,50.5
2018-06-01 01:45:00,50.47
2018-06-01 02:00:00,51.1
2018-06-01 02:15:00,50.66
2018-06-01 02:30:00,50.14
2018-06-01 02:45:00,50.16
2018-06-01 03:00:00,50.95
2018-06-01 03:15:00,50.11
2018-06-01 03:30:00,50.14
2018-06-01 03:45:00,50.06
2018-06-01 04:00:00,49.99
2018-06-01 04:15:00,50.02
2018-06-01 04:30:00,50.06
2018-06-01 04:45:00,49.51
2018-06-01 05:00:00,50.86
2018-06-01 05:15:00,51.55
2018-06-01 05:30:00,58.73
2018-06-01 05:45:00,61.7
2018-06-01 06:00:00,52.06
2018-06-01 06:15:00,53.62
2018-06-01 06:30:00,58.87
2018-06-01 06:45:00,58.87
2018-06-01 07:00:00,58.75
2018-06-01 07:15:00,58.13
2018-06-01 07:30:00,59.59
2018-06-01 07:45:00,59.42
2018-06-01 08:00:00,58.13
2018-06-01 08:15:00,57.94
2018-06-01 08:30:00,60.77
2018-06-01 08:45:00,59.38
2018-06-01 09:00:00,58.58
2018-06-01 09:15:00,70.68
2018-06-01 09:30:00,75.26
2018-06-01 09:45:00,72.48
2018-06-01 10:00:00,72.1
2018-06-01 10:15:00,68.95
2018-06-01 10:30:00,67.08
2018-06-01 10:45:00,75.43
2018-06-01 11:00:00,87.98
2018-06-01 11:15:00,90.89
2018-06-01 11:30:00,91.66
2018-06-01 11:45:00,89.14
2018-06-01 12:00:00,82.01
2018-06-01 12:15:00,79.1
2018-06-01 12:30:00,79.63
2018-06-01 12:45:00,77.18
2018-06-01 13:00:00,75.96
2018-06-01 13:15:00,79.03
2018-06-01 13:30:00,78.14
2018-06-01 13:45:00,78.72
2018-06-01 14:00:00,81.38
2018-06-01 14:15:00,81.22
2018-06-01 14:30:00,77.04
2018-06-01 14:45:00,77.4
2018-06-01 15:00:00,77.38
2018-06-01 15:15:00,77.14
2018-06-01 15:30:00,91.1
2018-06-01 15:45:00,90.17
2018-06-01 16:00:00,92.02
2018-06-01 16:15:00,83.21
2018-06-01 16:30:00,70.66
2018-06-01 16:45:00,70.82
2018-06-01 17:00:00,69.36
2018-06-01 17:15:00,66.58
2018-06-01 17:30:00,60.02
2018-06-01 17:45:00,59.11
2018-06-01 18:00:00,58.78
2018-06-01 18:15:00,55.73
2018-06-01 18:30:00,54.77
2018-06-01 18:45:00,61.87
2018-06-01 19:00:00,62.88
2018-06-01 19:15:00,64.42
2018-06-01 19:30:00,61.68
2018-06-01 19:45:00,52.08
2018-06-01 20:00:00,51.67
2018-06-01 20:15:00,63.26
2018-06-01 20:30:00,63.77
2018-06-01 20:45:00,64.32
2018-06-01 21:00:00,65.3
2018-06-01 21:15:00,61.22
2018-06-01 21:30:00,52.73
2018-06-01 21:45:00,51.31
2018-06-01 22:00:00,54.89
2018-06-01 22:15:00,55.27
2018-06-01 22:30:00,55.51
2018-06-01 22:45:00,53.52
2018-06-01 23:00:00,51.29
2018-06-01 23:15:00,51.26
2018-06-01 23:30:00,51.48
2018-06-01 23:45:00,52.06
2018-06-02 00:00:00,52.18
2018-06-02 00:15:00,51.53
2018-06-02 00:30:00,50.98
2018-06-02 00:45:00,51.41
2018-06-02 01:00:00,50.71
2018-06-02 01:15:00,51.0
2018-06-02 01:30:00,50.54
2018-06-02 01:45:00,50.57
2018-06-02 02:00:00,50.52
2018-06-02 02:15:00,50.5
2018-06-02 02:30:00,51.65
2018-06-02 02:45:00,52.39
2018-06-02 03:00:00,51.58
2018-06-02 03:15:00,50.57
2018-06-02 03:30:00,51.24
2018-06-02 03:45:00,50.59
2018-06-02 04:00:00,50.47
2018-06-02 04:15:00,50.9
2018-06-02 04:30:00,51.02
2018-06-02 04:45:00,50.09
2018-06-02 05:00:00,49.44
2018-06-02 05:15:00,49.01
2018-06-02 05:30:00,48.96
2018-06-02 05:45:00,48.94
2018-06-02 06:00:00,50.23
2018-06-02 06:15:00,56.21
2018-06-02 06:30:00,49.06
2018-06-02 06:45:00,51.58
2018-06-02 07:00:00,57.26
2018-06-02 07:15:00,58.82
2018-06-02 07:30:00,59.02
2018-06-02 07:45:00,57.34
2018-06-02 08:00:00,57.6
2018-06-02 08:15:00,56.74
2018-06-02 08:30:00,56.5
2018-06-02 08:45:00,68.06
2018-06-02 09:00:00,69.38
2018-06-02 09:15:00,68.81
2018-06-02 09:30:00,61.46
2018-06-02 09:45:00,60.5
2018-06-02 10:00:00,69.26
2018-06-02 10:15:00,70.37
2018-06-02 10:30:00,59.66
2018-06-02 10:45:00,59.3
2018-06-02 11:00:00,58.82
2018-06-02 11:15:00,57.98
2018-06-02 11:30:00,58.1
2018-06-02 11:45:00,57.62
2018-06-02 12:00:00,51.84
2018-06-02 12:15:00,51.96
2018-06-02 12:30:00,51.91
2018-06-02 12:45:00,51.67
2018-06-02 13:00:00,51.74
2018-06-02 13:15:00,51.7
2018-06-02 13:30:00,52.7
2018-06-02 13:45:00,52.78
2018-06-02 14:00:00,53.66
2018-06-02 14:15:00,51.79
2018-06-02 14:30:00,52.2
2018-06-02 14:45:00,56.54
2018-06-02 15:00:00,54.96
2018-06-02 15:15:00,52.78
2018-06-02 15:30:00,52.82
2018-06-02 15:45:00,54.0
2018-06-02 16:00:00,52.73
2018-06-02 16:15:00,51.14
2018-06-02 16:30:00,51.19
2018-06-02 16:45:00,52.42
2018-06-02 17:00:00,51.38
2018-06-02 17:15:00,51.12
2018-06-02 17:30:00,51.07
2018-06-02 17:45:00,50.98
2018-06-02 18:00:00,51.05
2018-06-02 18:15:00,50.59
2018-06-02 18:30:00,50.54
2018-06-02 18:45:00,50.74
2018-06-02 19:00:00,59.69
2018-06-02 19:15:00,62.42
2018-06-02 19:30:00,63.77
2018-06-02 19:45:00,55.03
2018-06-02 20:00:00,54.26
2018-06-02 20:15:00,64.06
2018-06-02 20:30:00,63.72
2018-06-02 20:45:00,60.58
2018-06-02 21:00:00,52.34
2018-06-02 21:15:00,52.22
2018-06-02 21:30:00,52.2
2018-06-02 21:45:00,51.46
2018-06-02 22:00:00,51.05
2018-06-02 22:15:00,55.75
2018-06-02 22:30:00,59.9
2018-06-02 22:45:00,58.73
2018-06-02 23:00:00,58.56
2018-06-02 23:15:00,59.78
2018-06-02 23:30:00,60.48
2018-06-02 23:45:00,60.7
2018-06-03 00:00:00,59.04
2018-06-03 00:15:00,58.51
2018-06-03 00:30:00,59.4
2018-06-03 00:45:00,58.49
2018-06-03 01:00:00,59.09
2018-06-03 01:15:00,60.07
2018-06-03 01:30:00,58.58
2018-06-03 01:45:00,58.9
2018-06-03 02:00:00,58.94
2018-06-03 02:15:00,58.46
2018-06-03 02:30:00,59.54
2018-06-03 02:45:00,59.02
2018-06-03 03:00:00,59.04
2018-06-03 03:15:00,59.54
2018-06-03 03:30:00,58.39
2018-06-03 03:45:00,59.98
2018-06-03 04:00:00,60.29
2018-06-03 04:15:00,57.7
2018-06-03 04:30:00,50.54
2018-06-03 04:45:00,49.92
2018-06-03 05:00:00,49.46
2018-06-03 05:15:00,49.99
2018-06-03 05:30:00,48.91
2018-06-03 05:45:00,49.78
2018-06-03 06:00:00,52.27
2018-06-03 06:15:00,50.9
2018-06-03 06:30:00,51.58
2018-06-03 06:45:00,51.36
2018-06-03 07:00:00,51.36
2018-06-03 07:15:00,52.51
2018-06-03 07:30:00,52.44
2018-06-03 07:45:00,58.61
2018-06-03 08:00:00,52.54
2018-06-03 08:15:00,51.46
2018-06-03 08:30:00,50.66
2018-06-03 08:45:00,50.69
2018-06-03 09:00:00,50.81
2018-06-03 09:15:00,50.69
2018-06-03 09:30:00,54.41
2018-06-03 09:45:00,59.35
2018-06-03 10:00:00,58.54
2018-06-03 10:15:00,68.98
2018-06-03 10:30:00,70.78
2018-06-03 10:45:00,70.06
2018-06-03 11:00:00,71.23
2018-06-03 11:15:00,64.15
2018-06-03 11:30:00,71.88
2018-06-03 11:45:00,74.5
2018-06-03 12:00:00,64.82
2018-06-03 12:15:00,62.16
2018-06-03 12:30:00,63.38
